user,text
,"Kualitas Suara: bagus jernih
Warna: bagus lucu
Desain: bisa di dibawa kemana tetapi gk ada siliconnya jadi sakit jika dipakai lama"
,"Kualitas Suara: bagus
Warna: sesuai pesanan
Desain: lebih keren
Alhamdulillah makasih ya seller 🙏😁 
Makasih juga buat Abang kurir nya 🙏😁"
r*****4,"Kualitas Suara: jernih
Warna: lucu
Desain: gemas"
,"Kualitas Suara: lumayan
Desain: simple
Kenyamanan: kurang
Sesuai dengan harga, cuma agak kurang nyantol di telinga"
,"Kualitas Suara: bagus
Warna: lucu
Desain: bagus
Sesuai harapann untuk temem yg pemgen dan lg ultah"
,"Kualitas Suara: bass
Warna: sesuai imut
Desain: modern
Packing aman bgt tanpa tambahan yang buat elektronik semuanya sesuai"
,"Kualitas Suara: nyaring
Warna: bagus
Desain: menarik
Lumayan bagus cuma suaranya gak ngebas sama sekali dan agak nyaring tapi overall lumayan oke"
v*****a,N/A
n*****r,N/A
,"Kualitas Suara: mngkin kurang oke dibandingkan brand sblah dgn hrga yg SMA,tp over all oke aja
Desain: desain sy suka,bgs elegan"
j*****1,"Kualitas Suara: Lumayan untuk harga 100rb an
Warna: Hitam
Desain: Lumayan
Suara lumayan nendang, cuman case nya aja yg aku rasa agak kegedean, harusnya bisa dikecilin dikit. Overall untuk harga 100rb an kecil bagus sih"
a*****n,N/A
,N/A
,N/A
c*****n,"Barangnya sesuai deskripsi, kualitasnya bagus banget, packing rapi, pengiriman juga cepat. Puas banget belanja di sini!"
,"Kualitas Suara: awalnya bagus
Warna: ya sesuai
Produk: Barang rusak, Kualitas buruk
Belum lama beli masa yg kiri sudah rusak dan jelek banget jadinya speakernya bener bener rusak sampe pusing sendiri pas dengerin :("
,"Kualitas Suara: bersih dan jernih
Warna: sesuai ekspetasi dan menarik
Desain: sangat bagus sekali"
h*****o,"Barang sampai dengan aman dan kondisi barang sesuai dengan deskripsi saat live, pas live juga bagus hostnya ga pake basa basi"
,"Kualitas Suara: ok
Warna: ok
Desain: terlalu besar
Yg kurang di ukuran nya aja sih terlalu besar untuk kuping aku, jadi bikin telinga jadi sakit"
h*****0,N/A
,"Kualitas Suara: setelah dipakai 5x lari headaet sebelah kiri tidak nyala
Warna: oke"
,"Kualitas Suara: jelas banget
Warna: hitam keren
Desain: bagus banget
Bass nya mantep ya keren nyesel ga dari dulu beli ini"
c*****6,Kualitas okee. Suaranya bagus
,"Kualitas Suara: oke
Warna: cantik
Desain: simple
Berfungsi dengan baik, tp seller ngirimnya aga lama, makasi"
